sample_id,raw_output,is_valid,canonical_smiles,parse_failure_reason,classifier_score,classifier_positive,is_novel_vs_train,mol_weight,logp,num_h_donors,num_h_acceptors
1,"Heterocycles: The fourth known HIV inhibitor (c1ccccc1N) contains a heterocycle (pyridine). I will create new molecules with heterocycles, thinking that they might also inhibit HIV replication.",False,,RDKit 无法解析该 SMILES。,,,,,,,
2,"Here are 50 new molecules that might inhibit HIV replication, based on the structural features of the known inhibitors:",False,,RDKit 无法解析该 SMILES。,,,,,,,
3,CCN(CC)CC(=O)N1CCN(CC1)C,True,CCN(CC)CC(=O)N1CCN(C)CC1,,0.000139,0,True,213.32499999999993,0.10220000000000118,0,3
4,CCOC(=O)N1CCN(CC1)C(=O)C,True,CCOC(=O)N1CCN(C(C)=O)CC1,,0.000215,0,True,200.23799999999997,0.30699999999999994,0,3
5,c1ccncc1(=O)N1CCN(CC1)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
6,c1ccccc1N(=O)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
7,CCN1CCN(CC1)C(=O)C,True,CCN1CCN(C(C)=O)CC1,,0.000048,0,True,156.22899999999998,0.17039999999999988,0,2
8,CCN(CC)CC(=O)N1CCN(CC1)C(=O)C,True,CCN(CC)CC(=O)N1CCN(C(C)=O)CC1,,0.000207,0,True,241.33499999999992,0.018900000000001027,0,3
9,CCOC(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,True,CCOC(=O)N1CCN(C(=O)N2CCN(C)CC2)CC1,,0.000027,0,True,284.36000000000007,0.12790000000000168,0,4
10,c1ccncc1(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
11,c1ccccc1N(=O)N1CCN(CC1)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
12,CCN1CCN(CC1)C(=O)N1CCN(CC1)C,True,CCN1CCN(C(=O)N2CCN(C)CC2)CC1,,0.000007,0,True,240.35099999999994,-0.008699999999998598,0,3
13,CCN(CC)CC(=O)N1CCN(CC1)C(=O)N1CCN(CC1)C,True,CCN(CC)CC(=O)N1CCN(C(=O)N2CCN(C)CC2)CC1,,0.000034,0,True,325.4570000000001,-0.1601999999999959,0,4
14,CCOC(=O)N1CCN(CC1)C(=O)C(=O)C,True,CCOC(=O)N1CCN(C(=O)C(C)=O)CC1,,0.000234,0,True,228.24799999999996,-0.1238999999999999,0,4
15,c1ccncc1(=O)N1CCN(CC1)C(=O)C(=O)C,False,,RDKit 无法解析该 SMILES。,,,,,,,
